epoch,epoch_time_sec,train_loss,train_micro_f1,train_macro_f1,val_loss,val_micro_f1,val_macro_f1,test_loss,test_micro_f1,test_macro_f1,threshold_mean,lr,val_f1_kick,test_f1_kick,threshold_kick,val_f1_xstick,test_f1_xstick,threshold_xstick,val_f1_snare,test_f1_snare,threshold_snare,val_f1_hihat_pedal,test_f1_hihat_pedal,threshold_hihat_pedal,val_f1_hihat_closed,test_f1_hihat_closed,threshold_hihat_closed,val_f1_hihat_open,test_f1_hihat_open,threshold_hihat_open,val_f1_tom,test_f1_tom,threshold_tom,val_f1_floor_tom,test_f1_floor_tom,threshold_floor_tom,val_f1_vibraslap,test_f1_vibraslap,threshold_vibraslap,val_f1_crash,test_f1_crash,threshold_crash,val_f1_ride_bow,test_f1_ride_bow,threshold_ride_bow,val_f1_ride_bell,test_f1_ride_bell,threshold_ride_bell,val_f1_chinese_cymbal,test_f1_chinese_cymbal,threshold_chinese_cymbal,val_f1_splash_cymbal,test_f1_splash_cymbal,threshold_splash_cymbal
1,60.74692416191101,0.6647389173507691,0.10600706934928894,0.12111050635576248,0.7071729461399421,0.1358674019575119,0.12853899598121643,0.7092930235040505,0.13905321061611176,0.12669417262077332,0.1071428582072258,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.07997515052556992,0.09801802039146423,0.44999998807907104,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.1833036094903946,0.1485954374074936,0.05000000074505806,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.11647331714630127,0.05323708429932594,0.44999998807907104,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04084016755223274,0.038204748183488846,0.05000000074505806,0.07310592383146286,0.05435232073068619,0.05000000074505806
2,61.894893169403076,0.5207667810576303,0.02666666731238365,0.020408164709806442,0.6834551661205538,0.13749228417873383,0.13084609806537628,0.6858844417077784,0.1398424208164215,0.12921302020549774,0.13571427762508392,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05584924668073654,0.07421568781137466,0.44999998807907104,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.1833348423242569,0.1484297662973404,0.44999998807907104,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04084016755223274,0.038204748183488846,0.05000000074505806,0.12814943492412567,0.07963069528341293,0.44999998807907104
3,61.92647647857666,0.46214051587241034,0.16470588743686676,0.13826529681682587,0.6637477570512711,0.13475681841373444,0.12749746441841125,0.6620951552295486,0.13613401353359222,0.12781769037246704,0.07499999552965164,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.1833036094903946,0.1485954374074936,0.05000000074505806,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.049700766801834106,0.044423554092645645,0.3999999761581421,0.07310592383146286,0.05435232073068619,0.05000000074505806
4,61.98676085472107,0.39396083184650965,0.41999998688697815,0.37154194712638855,0.6208631812732373,0.14004579186439514,0.14293117821216583,0.6148831506243363,0.14160148799419403,0.1408243626356125,0.09642855077981949,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.1833036094903946,0.1485954374074936,0.05000000074505806,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.2656603753566742,0.22638297080993652,0.3999999761581421,0.07321809232234955,0.054486364126205444,0.3499999940395355
5,61.35243320465088,0.361105135508946,0.3478260934352875,0.29790252447128296,0.59217955576357,0.1326640397310257,0.13651682436466217,0.5833813149146039,0.13312770426273346,0.13535907864570618,0.18214283883571625,0.0003,0.3681443929672241,0.39478611946105957,0.44999998807907104,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.07981870323419571,0.09799735248088837,0.44999998807907104,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.22901704907417297,0.1940038651227951,0.29999998211860657,0.051836851984262466,0.02758263237774372,0.2499999850988388,0.025524107739329338,0.01490899920463562,0.3499999940395355,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04100083187222481,0.03834163025021553,0.3499999940395355,0.07310592383146286,0.05435232073068619,0.05000000074505806
6,62.6048059463501,0.2838524409702846,0.5982906222343445,0.566865086555481,0.5639348571282973,0.14553843438625336,0.13383907079696655,0.5511586084147666,0.14058932662010193,0.13370360434055328,0.18214283883571625,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.059357449412345886,0.060185182839632034,0.29999998211860657,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.13123396039009094,0.292366087436676,0.3999999761581421,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.2812331020832062,0.17189016938209534,0.19999998807907104,0.18478138744831085,0.14952270686626434,0.2499999850988388,0.046529583632946014,0.024039534851908684,0.14999999105930328,0.026974620297551155,0.015448602847754955,0.3499999940395355,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.05629415065050125,0.05019098147749901,0.29999998211860657,0.07692114263772964,0.056272707879543304,0.29999998211860657
7,61.89761924743652,0.24096319377422332,0.6666666865348816,0.6476975083351135,0.5418333426618452,0.14376601576805115,0.1517162024974823,0.5235289372440366,0.14563912153244019,0.1502835899591446,0.19285713136196136,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.055258508771657944,0.0736604630947113,0.2499999850988388,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17504243552684784,0.16205941140651703,0.29999998211860657,0.08632306009531021,0.2294100522994995,0.3999999761581421,0.08043866604566574,0.09850603342056274,0.3999999761581421,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.2735917568206787,0.24191917479038239,0.2499999850988388,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.09319200366735458,0.06282219290733337,0.2499999850988388,0.01710454933345318,0.020275332033634186,0.09999999403953552,0.29632943868637085,0.2656168043613434,0.2499999850988388,0.07350356876850128,0.054657697677612305,0.2499999850988388
8,61.59364581108093,0.24670666541372027,0.6554622054100037,0.636451244354248,0.5310306313307521,0.16327789425849915,0.1576128453016281,0.5109099915188097,0.16581885516643524,0.14771166443824768,0.2035714089870453,0.0003,0.28846439719200134,0.3339311480522156,0.5,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17558659613132477,0.15216775238513947,0.3499999940395355,0.11495130509138107,0.2845572531223297,0.3999999761581421,0.08610066026449203,0.10333910584449768,0.3999999761581421,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.28266024589538574,0.25440144538879395,0.2499999850988388,0.04485263675451279,0.02331884577870369,0.05000000074505806,0.04481212794780731,0.026551224291324615,0.2499999850988388,0.22158944606781006,0.0600292794406414,0.19999998807907104,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.18518517911434174,0.15746422111988068,0.19999998807907104,0.07310592383146286,0.05435232073068619,0.05000000074505806
9,62.135499238967896,0.21069533143724714,0.78125,0.7721655964851379,0.5374414286966993,0.1477641612291336,0.13819649815559387,0.5131790391955715,0.14791493117809296,0.13697876036167145,0.1428571492433548,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.07909930497407913,0.07042253762483597,0.2499999850988388,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17440204322338104,0.16295096278190613,0.3499999940395355,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.07982441782951355,0.09800615906715393,0.3499999940395355,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.29300636053085327,0.2710990309715271,0.19999998807907104,0.04483847692608833,0.023311764001846313,0.05000000074505806,0.0455806590616703,0.02853528968989849,0.19999998807907104,0.09536904841661453,0.06338623911142349,0.14999999105930328,0.017096543684601784,0.02026110142469406,0.05000000074505806,0.04109723120927811,0.03838986158370972,0.14999999105930328,0.07310592383146286,0.05435232073068619,0.05000000074505806
10,61.73066449165344,0.17348811030387878,0.8592592477798462,0.8554835319519043,0.5432354223299302,0.1424279361963272,0.13068392872810364,0.5133874435340509,0.14197218418121338,0.129817396402359,0.16785715520381927,0.0003,0.3423537015914917,0.3836039900779724,0.550000011920929,0.05947010591626167,0.06927720457315445,0.19999998807907104,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.086265929043293,0.22929485142230988,0.3499999940395355,0.07981870323419571,0.09799514710903168,0.29999998211860657,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.19119805097579956,0.1543520987033844,0.14999999105930328,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02334209717810154,0.014048442244529724,0.19999998807907104,0.09320949018001556,0.06279053539037704,0.14999999105930328,0.0,0.0,0.05000000074505806,0.04490743204951286,0.04125792533159256,0.14999999105930328,0.07310592383146286,0.05435232073068619,0.05000000074505806
