epoch,split,class_idx,class_name,precision,recall,f1,threshold,tp,fp,fn,tn,support
1,train,0,kick,0.652692973613739,0.6405645608901978,0.646571934223175,0.5249999761581421,23510.0,12510.0,13192.0,91656.0,36702.0
1,train,1,xstick,0.36332300305366516,0.15728995203971863,0.21953758597373962,0.550000011920929,1054.0,1847.0,5647.0,132320.0,6701.0
1,train,2,snare,0.6322258114814758,0.49896734952926636,0.5577474236488342,0.3999999761581421,21502.0,12508.0,21591.0,85267.0,43093.0
1,train,3,hihat_pedal,0.3310151696205139,0.1708715558052063,0.22539380192756653,0.32499998807907104,3427.0,6926.0,16629.0,113886.0,20056.0
1,train,4,hihat_closed,0.30247849225997925,0.19269602000713348,0.23541761934757233,0.3499999940395355,1794.0,4137.0,7516.0,127421.0,9310.0
1,train,5,hihat_open,0.279314249753952,0.21852460503578186,0.2452080100774765,0.32499998807907104,1727.0,4456.0,6176.0,128509.0,7903.0
1,train,6,tom,0.48103633522987366,0.46522459387779236,0.47299835085868835,0.42499998211860657,12087.0,13040.0,13894.0,101847.0,25981.0
1,train,7,floor_tom,0.42467719316482544,0.43102991580963135,0.4278299808502197,0.5249999761581421,9768.0,13233.0,12894.0,104973.0,22662.0
1,train,8,vibraslap,0.1332886815071106,0.043717049062252045,0.06583952903747559,0.44999998807907104,199.0,1294.0,4353.0,135022.0,4552.0
1,train,9,crash,0.11879432946443558,0.08456926792860031,0.09880184382200241,0.2749999761581421,268.0,1988.0,2901.0,135711.0,3169.0
1,train,10,ride_bow,0.31981202960014343,0.3190622925758362,0.3194367587566376,0.42499998211860657,2586.0,5500.0,5519.0,127263.0,8105.0
1,train,11,ride_bell,0.11041819304227829,0.1617410033941269,0.13124047219753265,0.32499998807907104,301.0,2425.0,1560.0,136582.0,1861.0
1,train,12,chinese_cymbal,0.22361324727535248,0.25244617462158203,0.23715655505657196,0.6499999761581421,1161.0,4031.0,3438.0,132238.0,4599.0
1,train,13,splash_cymbal,0.2533319294452667,0.27099236845970154,0.26186472177505493,0.3999999761581421,2414.0,7115.0,6494.0,124845.0,8908.0
2,train,0,kick,0.7961012125015259,0.7560418844223022,0.7755545973777771,0.550000011920929,27811.0,7123.0,8974.0,96960.0,36785.0
2,train,1,xstick,0.5302992463111877,0.31642910838127136,0.396354079246521,0.574999988079071,2109.0,1868.0,4556.0,132335.0,6665.0
2,train,2,snare,0.5956056118011475,0.760553240776062,0.6680482625961304,0.375,32719.0,22215.0,10301.0,75633.0,43020.0
2,train,3,hihat_pedal,0.2646855115890503,0.6284632086753845,0.37249138951301575,0.32499998807907104,12612.0,35037.0,7456.0,85763.0,20068.0
2,train,4,hihat_closed,0.2590597867965698,0.46706777811050415,0.3332705795764923,0.3999999761581421,4425.0,12656.0,5049.0,118738.0,9474.0
2,train,5,hihat_open,0.23384632170200348,0.5561790466308594,0.3292563259601593,0.375,4361.0,14288.0,3480.0,118739.0,7841.0
2,train,6,tom,0.48810216784477234,0.6727258563041687,0.5657323002815247,0.5,17579.0,18436.0,8552.0,96301.0,26131.0
2,train,7,floor_tom,0.4905972182750702,0.4856296479701996,0.4881007969379425,0.47499996423721313,10983.0,11404.0,11633.0,106848.0,22616.0
2,train,8,vibraslap,0.19389931857585907,0.2002202570438385,0.1970091164112091,0.675000011920929,909.0,3779.0,3631.0,132549.0,4540.0
2,train,9,crash,0.09478141367435455,0.4765184819698334,0.15811343491077423,0.6000000238418579,1522.0,14536.0,1672.0,123138.0,3194.0
2,train,10,ride_bow,0.30983635783195496,0.44837793707847595,0.3664499521255493,0.47499996423721313,3635.0,8097.0,4472.0,124664.0,8107.0
2,train,11,ride_bell,0.11546675115823746,0.39884087443351746,0.1790868192911148,0.32499998807907104,757.0,5799.0,1141.0,133171.0,1898.0
2,train,12,chinese_cymbal,0.3796982169151306,0.29705944657325745,0.3333333134651184,0.5,1384.0,2261.0,3275.0,133948.0,4659.0
2,train,13,splash_cymbal,0.28186723589897156,0.5722354054450989,0.3776932954788208,0.44999998807907104,5066.0,12907.0,3787.0,119108.0,8853.0
3,train,0,kick,0.8019687533378601,0.7611232995986938,0.7810123562812805,0.550000011920929,27781.0,6860.0,8719.0,97508.0,36500.0
3,train,1,xstick,0.550561785697937,0.33782973885536194,0.4187256395816803,0.625,2254.0,1840.0,4418.0,132356.0,6672.0
3,train,2,snare,0.5805932879447937,0.779771625995636,0.6656010746955872,0.42499998211860657,33938.0,24516.0,9585.0,72829.0,43523.0
3,train,3,hihat_pedal,0.26212307810783386,0.6274234056472778,0.3697662651538849,0.375,12492.0,35165.0,7418.0,85793.0,19910.0
3,train,4,hihat_closed,0.2818201184272766,0.421488493680954,0.33778610825538635,0.47499996423721313,3970.0,10117.0,5449.0,121332.0,9419.0
3,train,5,hihat_open,0.25870615243911743,0.5122355222702026,0.343783438205719,0.42499998211860657,4019.0,11516.0,3827.0,121506.0,7846.0
3,train,6,tom,0.5530044436454773,0.6048532724380493,0.5777679681777954,0.44999998807907104,15728.0,12713.0,10275.0,102152.0,26003.0
3,train,7,floor_tom,0.4553445279598236,0.5737733840942383,0.5077446699142456,0.550000011920929,12899.0,15429.0,9582.0,102958.0,22481.0
3,train,8,vibraslap,0.3489399254322052,0.08588823676109314,0.13784679770469666,0.5,395.0,737.0,4204.0,135532.0,4599.0
3,train,9,crash,0.1779448688030243,0.10970333963632584,0.13572931289672852,0.44999998807907104,355.0,1640.0,2881.0,135992.0,3236.0
