epoch,split,loss,micro_precision,micro_recall,micro_f1,macro_precision,macro_recall,macro_f1,exact_match,fr_avg,fr_max,threshold_mean,lr
1,train,1.405069390932719,0.11240310221910477,0.5471698045730591,0.18649516999721527,0.10960067063570023,0.3465622365474701,0.1488736867904663,0.0,82.2125244140625,193.2447306315104,0.3464284837245941,0.0003
2,train,1.1577411920596392,0.1358024626970291,0.8301886916160583,0.23342175781726837,0.11369430273771286,0.6464476585388184,0.1730121672153473,0.0,77.8857905069987,192.17191569010416,0.3196428120136261,0.0003
3,train,0.9899922150831956,0.1373801976442337,0.8113207817077637,0.23497267067432404,0.1074068546295166,0.6321619749069214,0.16419020295143127,0.0,72.05419413248698,188.97078450520834,0.31607136130332947,0.0003
4,train,0.8627401529214321,0.13636364042758942,0.7924528121948242,0.23268698155879974,0.1052136942744255,0.6178762316703796,0.16050051152706146,0.0,69.62928009033203,164.72866821289062,0.29821425676345825,0.0003
5,train,0.7684314877558978,0.1409395933151245,0.7924528121948242,0.23931623995304108,0.10925865918397903,0.6178762316703796,0.16441074013710022,0.0,66.25085194905598,168.98531087239584,0.2928571105003357,0.0003
6,train,0.7048733562995226,0.14788731932640076,0.7924528121948242,0.2492581605911255,0.11215925216674805,0.6178762316703796,0.1690898984670639,0.0,63.469462076822914,174.1071319580078,0.2928571105003357,0.0003
7,train,0.6440488573832389,0.16470588743686676,0.7924528121948242,0.27272728085517883,0.11734825372695923,0.6178762316703796,0.17806804180145264,0.0,60.345314025878906,147.96164194742838,0.26071426272392273,0.0003
8,train,0.5974830022225013,0.16731517016887665,0.8113207817077637,0.2774193584918976,0.12725470960140228,0.6893048286437988,0.19539998471736908,0.0,57.86639404296875,158.74168395996094,0.24285708367824554,0.0003
9,train,0.5625352049485232,0.17786560952663422,0.849056601524353,0.29411765933036804,0.1446724832057953,0.7100840210914612,0.21707674860954285,0.025641025975346565,55.02484385172526,138.77352142333984,0.276785671710968,0.0003
10,train,0.5261767995663178,0.1919642835855484,0.8113207817077637,0.31046929955482483,0.13504628837108612,0.624369740486145,0.20108890533447266,0.025641025975346565,52.54498036702474,135.7108154296875,0.25357136130332947,0.0003
11,train,0.4986658501319396,0.19213974475860596,0.8301886916160583,0.3120567500591278,0.13870130479335785,0.6386554837226868,0.20612600445747375,0.025641025975346565,51.58288065592448,140.59038543701172,0.2660713791847229,0.0003
12,train,0.47321694936507785,0.20465116202831268,0.8301886916160583,0.3283582031726837,0.15208370983600616,0.6957983374595642,0.22050516307353973,0.025641025975346565,49.44381586710612,122.5775146484375,0.2678571343421936,0.0003
13,train,0.4523720573156308,0.21153846383094788,0.8301886916160583,0.3371647596359253,0.16947486996650696,0.6285713911056519,0.2205074280500412,0.0,47.81533177693685,134.11890665690103,0.258928507566452,0.0003
14,train,0.4358632572186299,0.20465116202831268,0.8301886916160583,0.3283582031726837,0.16792213916778564,0.6285713911056519,0.21806228160858154,0.0,45.63428624471029,119.79166158040364,0.26071423292160034,0.0003
15,train,0.420637669471594,0.21596243977546692,0.8679245114326477,0.3458646535873413,0.2648901641368866,0.7714285850524902,0.32657745480537415,0.0,44.554917653401695,117.95749409993489,0.27142852544784546,0.0003
16,train,0.40187857701228213,0.2142857164144516,0.849056601524353,0.34220531582832336,0.23913633823394775,0.6999999284744263,0.28801873326301575,0.0,43.104810078938804,114.28916676839192,0.2571428120136261,0.0003
17,train,0.3863066052779173,0.21198156476020813,0.8679245114326477,0.34074074029922485,0.2647480070590973,0.7714285850524902,0.32314014434814453,0.0,41.369327545166016,122.69863382975261,0.2571428120136261,0.0003
18,train,0.37573296519426197,0.23529411852359772,0.9056603908538818,0.37354084849357605,0.3125850260257721,0.8571428656578064,0.35184600949287415,0.0,39.79667663574219,114.5141092936198,0.2499999701976776,0.0003
19,train,0.3662003156466362,0.2341463416814804,0.9056603908538818,0.3720930218696594,0.31372666358947754,0.8571428656578064,0.35415908694267273,0.0,38.43984349568685,126.02089436848958,0.24464280903339386,0.0003
20,train,0.35289653982871616,0.23762376606464386,0.9056603908538818,0.3764705955982208,0.28026098012924194,0.8571428656578064,0.3542226254940033,0.0,38.12479909261068,114.75635782877605,0.23214280605316162,0.0003
21,train,0.3425701405757513,0.23786407709121704,0.9245283007621765,0.37837839126586914,0.3175959587097168,0.8714285492897034,0.3724828064441681,0.0,36.380263010660805,99.1659673055013,0.24999995529651642,0.0003
22,train,0.33480785901729876,0.23222748935222626,0.9245283007621765,0.3712121248245239,0.3134240508079529,0.8714285492897034,0.3696348965167999,0.0,35.048709869384766,107.10824076334636,0.2392856776714325,0.0003
23,train,0.32869108212299836,0.23188406229019165,0.9056603908538818,0.3692307770252228,0.3107364773750305,0.8571428656578064,0.36464303731918335,0.0,34.386313120524086,89.73559824625652,0.2392856776714325,0.0003
24,train,0.32079498890118724,0.23076923191547394,0.9056603908538818,0.36781609058380127,0.28263789415359497,0.8571428656578064,0.3320024609565735,0.0,33.5124880472819,96.44932556152344,0.24999995529651642,0.0003
25,train,0.31502913129635346,0.23557692766189575,0.9245283007621765,0.37547892332077026,0.2852906584739685,0.8714285492897034,0.35330232977867126,0.0,32.741878509521484,93.33471171061198,0.22857140004634857,0.0003
26,train,0.3103612882968707,0.23557692766189575,0.9245283007621765,0.37547892332077026,0.288225382566452,0.8714285492897034,0.3521896302700043,0.0,31.584575017293293,87.88412984212239,0.2392856776714325,0.00015
27,train,0.3079642026852339,0.2341463416814804,0.9056603908538818,0.3720930218696594,0.2851143181324005,0.8571428656578064,0.33607563376426697,0.0,31.994045893351238,89.37222544352214,0.22678565979003906,0.00015
28,train,0.30204179118841123,0.24378108978271484,0.9245283007621765,0.3858267664909363,0.3084058463573456,0.8714285492897034,0.37550872564315796,0.0,31.33151372273763,87.05356343587239,0.21607139706611633,0.00015
29,train,0.30052891297218126,0.24285714328289032,0.9622641801834106,0.3878327012062073,0.28812870383262634,0.9000000357627869,0.37221938371658325,0.0,31.753556569417317,104.91070810953777,0.24285709857940674,0.00015
30,train,0.29963606825241673,0.24170616269111633,0.9622641801834106,0.3863636255264282,0.2881028354167938,0.9000000357627869,0.371879905462265,0.0,30.843163808186848,101.03473663330078,0.22857140004634857,7.5e-05
31,train,0.29761575964780956,0.24056604504585266,0.9622641801834106,0.3849056661128998,0.28598567843437195,0.9000000357627869,0.3685348331928253,0.0,30.053695678710938,78.83443450927734,0.2392856776714325,7.5e-05
32,train,0.2986142864594093,0.2361111044883728,0.9622641801834106,0.3791821599006653,0.2855500280857086,0.9000000357627869,0.3682827353477478,0.0,29.905872344970703,72.51868184407552,0.23214282095432281,7.5e-05
33,train,0.2984327544004489,0.23786407709121704,0.9245283007621765,0.37837839126586914,0.2867964208126068,0.8714285492897034,0.34982436895370483,0.0,30.846340815226238,89.77020517985027,0.24107137322425842,7.5e-05
34,train,0.2949757117491502,0.2369668185710907,0.9433962106704712,0.3787878751754761,0.28999853134155273,0.8857142329216003,0.35704514384269714,0.0,29.726416269938152,75.3564453125,0.2303570955991745,3.75e-05
35,train,0.2958258069478549,0.24390244483947754,0.9433962106704712,0.38759690523147583,0.28896427154541016,0.8857143521308899,0.365780770778656,0.0,29.951091766357422,79.63039271036784,0.22857138514518738,3.75e-05
36,train,0.2934714051393362,0.24257425963878632,0.9245283007621765,0.3843137323856354,0.29392316937446594,0.8714285492897034,0.3454735279083252,0.025641025975346565,29.54040463765462,92.86751810709636,0.24285709857940674,3.75e-05
37,train,0.29321286693597454,0.2450980395078659,0.9433962106704712,0.38910505175590515,0.2924194931983948,0.8857142329216003,0.36100462079048157,0.0,29.40414047241211,87.15738677978516,0.2464285045862198,3.75e-05
38,train,0.2934086383917393,0.24519230425357819,0.9622641801834106,0.39080458879470825,0.296088844537735,0.9000000357627869,0.3785557150840759,0.0,29.37987454732259,96.8300069173177,0.23214282095432281,1.875e-05
39,train,0.29301539598367154,0.2380952388048172,0.9433962106704712,0.3802281320095062,0.2898530662059784,0.8857142329216003,0.3571765124797821,0.0,29.696203231811523,78.85174051920573,0.23214279115200043,1.875e-05
40,train,0.2933401958300517,0.23902438580989838,0.9245283007621765,0.3798449635505676,0.29411107301712036,0.8714285492897034,0.3463533818721771,0.0,29.660988489786785,88.90503184000652,0.23214280605316162,1.875e-05
41,train,0.2940716728185996,0.2450980395078659,0.9433962106704712,0.38910505175590515,0.29433324933052063,0.8857142329216003,0.36375564336776733,0.0,29.732906341552734,84.33692677815755,0.22678565979003906,1.875e-05
42,train,0.2922283105361156,0.23786407709121704,0.9245283007621765,0.37837839126586914,0.29083535075187683,0.8714285492897034,0.3417325019836426,0.0,29.980899175008137,95.54955291748047,0.23392853140830994,9.375e-06
1,validation,1.244043926184705,0.11264586448669434,0.7799233794212341,0.19685900211334229,0.10071451961994171,0.6580232977867126,0.16548946499824524,0.0,0.0,0.0,0.3464284837245941,0.0003
2,validation,1.11391574563764,0.1182125061750412,0.7830753326416016,0.20541562139987946,0.10160742700099945,0.6320090293884277,0.16660499572753906,0.0,0.0,0.0,0.3196428120136261,0.0003
