epoch,epoch_time_sec,train_loss,train_micro_f1,train_macro_f1,val_loss,val_micro_f1,val_macro_f1,test_loss,test_micro_f1,test_macro_f1,threshold_mean,lr,val_f1_kick,test_f1_kick,threshold_kick,val_f1_xstick,test_f1_xstick,threshold_xstick,val_f1_snare,test_f1_snare,threshold_snare,val_f1_hihat_pedal,test_f1_hihat_pedal,threshold_hihat_pedal,val_f1_hihat_closed,test_f1_hihat_closed,threshold_hihat_closed,val_f1_hihat_open,test_f1_hihat_open,threshold_hihat_open,val_f1_tom,test_f1_tom,threshold_tom,val_f1_floor_tom,test_f1_floor_tom,threshold_floor_tom,val_f1_vibraslap,test_f1_vibraslap,threshold_vibraslap,val_f1_crash,test_f1_crash,threshold_crash,val_f1_ride_bow,test_f1_ride_bow,threshold_ride_bow,val_f1_ride_bell,test_f1_ride_bell,threshold_ride_bell,val_f1_chinese_cymbal,test_f1_chinese_cymbal,threshold_chinese_cymbal,val_f1_splash_cymbal,test_f1_splash_cymbal,threshold_splash_cymbal
1,57.84857892990112,0.7707539796829224,0.19298245012760162,0.21179655194282532,0.7459696565771927,0.1283039152622223,0.12875846028327942,0.746880685196727,0.12918183207511902,0.12850651144981384,0.08214284479618073,0.0003,0.3145987093448639,0.34954363107681274,0.5,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.1833036094903946,0.1485954374074936,0.05000000074505806,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04084016755223274,0.038204748183488846,0.05000000074505806,0.07310592383146286,0.05435232073068619,0.05000000074505806
2,65.39676594734192,0.5418592691421509,0.0,0.0,0.7283343972019589,0.1333184838294983,0.12705011665821075,0.7292692251073816,0.13457973301410675,0.12771128118038177,0.1071428582072258,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08884580433368683,0.23413732647895813,0.44999998807907104,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.2588362395763397,0.14981307089328766,0.44999998807907104,0.1833036094903946,0.1485954374074936,0.05000000074505806,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04084016755223274,0.038204748183488846,0.05000000074505806,0.07310592383146286,0.05435232073068619,0.05000000074505806
3,64.88419508934021,0.42005637288093567,0.0,0.0,0.710231778577127,0.13424521684646606,0.1352803260087967,0.711127205119509,0.13700750470161438,0.13760845363140106,0.07857143878936768,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.30112436413764954,0.29188501834869385,0.44999998807907104,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04084016755223274,0.038204748183488846,0.05000000074505806,0.07310592383146286,0.05435232073068619,0.05000000074505806
4,65.09877705574036,0.351581335067749,0.13333334028720856,0.0714285746216774,0.69381669414278,0.1330174207687378,0.12687095999717712,0.6944906177965223,0.13440905511379242,0.12737973034381866,0.1071428433060646,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.055269207805395126,0.07365710288286209,0.44999998807907104,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.1833036094903946,0.1485954374074936,0.05000000074505806,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04084314778447151,0.03821006044745445,0.44999998807907104,0.07310592383146286,0.05435232073068619,0.05000000074505806
5,60.67806792259216,0.27244502305984497,0.5263158082962036,0.3571428656578064,0.6790059813446564,0.13300243020057678,0.12686456739902496,0.6790939034733166,0.13439741730690002,0.12737348675727844,0.05000000819563866,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.1833036094903946,0.1485954374074936,0.05000000074505806,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04084016755223274,0.038204748183488846,0.05000000074505806,0.07310592383146286,0.05435232073068619,0.05000000074505806
6,61.2622013092041,0.25950416922569275,0.6000000238418579,0.4285714328289032,0.6655400118991789,0.13893570005893707,0.12857642769813538,0.6646009365582335,0.14163585007190704,0.12982012331485748,0.10000000149011612,0.0003,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.27651625871658325,0.16830837726593018,0.3999999761581421,0.1833036094903946,0.1485954374074936,0.05000000074505806,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.023376422002911568,0.03613537922501564,0.3999999761581421,0.04084016755223274,0.038204748183488846,0.05000000074505806,0.07310592383146286,0.05435232073068619,0.05000000074505806
7,64.13894820213318,0.2100127935409546,0.8333333134651184,0.7142857313156128,0.6489477624383273,0.13388170301914215,0.1349678784608841,0.6468778448804472,0.13682396709918976,0.13797202706336975,0.10000000149011612,0.00015,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05614122003316879,0.07417064905166626,0.3999999761581421,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.29579123854637146,0.2963793873786926,0.3999999761581421,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04084016755223274,0.038204748183488846,0.05000000074505806,0.07310592383146286,0.05435232073068619,0.05000000074505806
8,66.92097449302673,0.18906047940254211,0.695652186870575,0.5476190447807312,0.636978640586665,0.13308529555797577,0.1268838793039322,0.6338163559728454,0.13447220623493195,0.1273927539587021,0.09642855823040009,0.00015,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.3581724166870117,0.37423819303512573,0.3499999940395355,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.0798167958855629,0.09799514710903168,0.05000000074505806,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.1833036094903946,0.1485954374074936,0.05000000074505806,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.023589005693793297,0.014150498434901237,0.3999999761581421,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04084016755223274,0.038204748183488846,0.05000000074505806,0.07310592383146286,0.05435232073068619,0.05000000074505806
9,66.18072247505188,0.1410963535308838,1.0,1.0,0.6245643719719789,0.14074036478996277,0.12979120016098022,0.620061255668868,0.1428060531616211,0.12759016454219818,0.1250000149011612,0.00015,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05518241226673126,0.07357493788003922,0.05000000074505806,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08625362813472748,0.22929002344608307,0.05000000074505806,0.07983393222093582,0.09800174832344055,0.44999998807907104,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.1852221041917801,0.15031692385673523,0.3499999940395355,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.0623655840754509,0.015339229255914688,0.3999999761581421,0.09318962693214417,0.06277041137218475,0.05000000074505806,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04084016755223274,0.038204748183488846,0.05000000074505806,0.07310592383146286,0.05435232073068619,0.05000000074505806
10,61.273329734802246,0.1456083357334137,0.8571428656578064,0.80952388048172,0.6124614808649932,0.13831542432308197,0.13250569999217987,0.6065253828035724,0.1410694569349289,0.12993960082530975,0.16428568959236145,0.00015,0.2880840599536896,0.33368122577667236,0.05000000074505806,0.05530534312129021,0.07373440265655518,0.3499999940395355,0.35816267132759094,0.3740849792957306,0.05000000074505806,0.17407280206680298,0.16314303874969482,0.05000000074505806,0.08626183122396469,0.22931402921676636,0.3999999761581421,0.08064242452383041,0.09826432168483734,0.44999998807907104,0.25883063673973083,0.1499311327934265,0.05000000074505806,0.1833036094903946,0.1485954374074936,0.05000000074505806,0.044837385416030884,0.023311764001846313,0.05000000074505806,0.02332833968102932,0.014033934101462364,0.05000000074505806,0.15512615442276,0.09093903750181198,0.3499999940395355,0.01709570176899433,0.020259680226445198,0.05000000074505806,0.04084016755223274,0.038204748183488846,0.05000000074505806,0.08918868750333786,0.06165660172700882,0.29999998211860657
