epoch,epoch_time_sec,train_loss,val_loss,val_microF1,val_macroF1,pos_rate_y,pos_rate_pred,threshold,lr,micro_precision,micro_recall,tp,fp,fn,tn,tp_kick,fp_kick,fn_kick,tn_kick,tp_xstick,fp_xstick,fn_xstick,tn_xstick,tp_snare,fp_snare,fn_snare,tn_snare,tp_hihat_pedal,fp_hihat_pedal,fn_hihat_pedal,tn_hihat_pedal,tp_hihat_closed,fp_hihat_closed,fn_hihat_closed,tn_hihat_closed,tp_hihat_open,fp_hihat_open,fn_hihat_open,tn_hihat_open,tp_tom,fp_tom,fn_tom,tn_tom,tp_floor_tom,fp_floor_tom,fn_floor_tom,tn_floor_tom,tp_vibraslap,fp_vibraslap,fn_vibraslap,tn_vibraslap,tp_crash,fp_crash,fn_crash,tn_crash,tp_ride_bow,fp_ride_bow,fn_ride_bow,tn_ride_bow,tp_ride_bell,fp_ride_bell,fn_ride_bell,tn_ride_bell,tp_chinese_cymbal,fp_chinese_cymbal,fn_chinese_cymbal,tn_chinese_cymbal,tp_splash_cymbal,fp_splash_cymbal,fn_splash_cymbal,tn_splash_cymbal
33,204.24791932106018,0.13832157824179903,0.15934120353494197,0.7435741424560547,0.6496742963790894,0.07140904664993286,0.07455383986234665,0.5749999284744263,0.00015,0.7278916239738464,0.7599472999572754,30578.0,11431.0,9659.0,511804.0,5801.0,902.0,974.0,32571.0,687.0,133.0,362.0,39066.0,7271.0,1478.0,1529.0,29970.0,2099.0,2066.0,1772.0,34311.0,1057.0,1093.0,731.0,37367.0,1013.0,567.0,652.0,38016.0,5389.0,1218.0,855.0,32786.0,3235.0,903.0,868.0,35242.0,488.0,809.0,395.0,38556.0,130.0,606.0,345.0,39167.0,1402.0,877.0,548.0,37421.0,148.0,122.0,194.0,39784.0,628.0,184.0,151.0,39285.0,1230.0,473.0,283.0,38262.0
34,202.18681144714355,0.1379752541559364,0.15772933367646444,0.7512199878692627,0.6534983515739441,0.07140904664993286,0.07369665056467056,0.5892857313156128,0.00015,0.7395607829093933,0.7632527351379395,30711.0,10815.0,9526.0,512420.0,5823.0,923.0,952.0,32550.0,708.0,158.0,341.0,39041.0,7249.0,1448.0,1551.0,30000.0,2121.0,1902.0,1750.0,34475.0,1067.0,1144.0,721.0,37316.0,966.0,467.0,699.0,38116.0,5506.0,1342.0,738.0,32662.0,3306.0,979.0,797.0,35166.0,458.0,667.0,425.0,38698.0,84.0,219.0,391.0,39554.0,1388.0,715.0,562.0,37583.0,149.0,114.0,193.0,39792.0,634.0,194.0,145.0,39275.0,1252.0,543.0,261.0,38192.0
35,204.18902325630188,0.13668007562601014,0.16239659138108267,0.7465803623199463,0.650804877281189,0.07140904664993286,0.07390429079532623,0.5892857313156128,0.00015,0.7339769005775452,0.7596242427825928,30565.0,11078.0,9672.0,512157.0,5858.0,960.0,917.0,32513.0,654.0,120.0,395.0,39079.0,7292.0,1582.0,1508.0,29866.0,2168.0,1996.0,1703.0,34381.0,1070.0,1160.0,718.0,37300.0,991.0,456.0,674.0,38127.0,5328.0,1201.0,916.0,32803.0,3359.0,1063.0,744.0,35082.0,402.0,504.0,481.0,38861.0,121.0,592.0,354.0,39181.0,1361.0,718.0,589.0,37580.0,157.0,143.0,185.0,39763.0,565.0,72.0,214.0,39397.0,1239.0,511.0,274.0,38224.0
36,203.29365229606628,0.1357162172026558,0.16054058682134245,0.7469532489776611,0.6519418954849243,0.07140904664993286,0.0739220380783081,0.5607143044471741,0.00015,0.7342568635940552,0.7600964307785034,30584.0,11069.0,9653.0,512166.0,5948.0,1133.0,827.0,32340.0,732.0,204.0,317.0,38995.0,7214.0,1332.0,1586.0,30116.0,2118.0,1971.0,1753.0,34406.0,1072.0,1109.0,716.0,37351.0,997.0,578.0,668.0,38005.0,5220.0,974.0,1024.0,33030.0,3393.0,1151.0,710.0,34994.0,454.0,680.0,429.0,38685.0,124.0,560.0,351.0,39213.0,1310.0,628.0,640.0,37670.0,152.0,126.0,190.0,39780.0,564.0,90.0,215.0,39379.0,1286.0,533.0,227.0,38202.0
37,204.40542554855347,0.1345877276662803,0.15948279047967234,0.7474764585494995,0.6529208421707153,0.07140904664993286,0.0745183452963829,0.5785713791847229,7.5e-05,0.7318821549415588,0.7637497782707214,30731.0,11258.0,9506.0,511977.0,5857.0,972.0,918.0,32501.0,694.0,167.0,355.0,39032.0,7300.0,1599.0,1500.0,29849.0,2088.0,1877.0,1783.0,34500.0,1041.0,1052.0,747.0,37408.0,970.0,431.0,695.0,38152.0,5371.0,1253.0,873.0,32751.0,3418.0,1085.0,685.0,35060.0,446.0,633.0,437.0,38732.0,130.0,610.0,345.0,39163.0,1484.0,925.0,466.0,37373.0,148.0,120.0,194.0,39786.0,574.0,82.0,205.0,39387.0,1210.0,452.0,303.0,38283.0
38,203.89768409729004,0.13287463225884438,0.15688578060881278,0.7535503506660461,0.6570203900337219,0.07140904664993286,0.07267796993255615,0.5857143402099609,7.5e-05,0.7469720840454102,0.7602455615997314,30590.0,10362.0,9647.0,512873.0,5864.0,964.0,911.0,32509.0,722.0,173.0,327.0,39026.0,7194.0,1346.0,1606.0,30102.0,2107.0,1833.0,1764.0,34544.0,1019.0,980.0,769.0,37480.0,1006.0,478.0,659.0,38105.0,5374.0,1174.0,870.0,32830.0,3448.0,1184.0,655.0,34961.0,411.0,507.0,472.0,38858.0,102.0,395.0,373.0,39378.0,1353.0,631.0,597.0,37667.0,140.0,82.0,202.0,39824.0,612.0,141.0,167.0,39328.0,1238.0,474.0,275.0,38261.0
39,204.48810839653015,0.1329169787518782,0.15552666934388126,0.7510142922401428,0.6572858095169067,0.07140904664993286,0.07513061910867691,0.5678571462631226,7.5e-05,0.732413649559021,0.7705842852592468,31006.0,11328.0,9231.0,511907.0,5838.0,949.0,937.0,32524.0,739.0,205.0,310.0,38994.0,7278.0,1435.0,1522.0,30013.0,2204.0,2081.0,1667.0,34296.0,1027.0,1028.0,761.0,37432.0,978.0,464.0,687.0,38119.0,5445.0,1244.0,799.0,32760.0,3523.0,1320.0,580.0,34825.0,393.0,411.0,490.0,38954.0,148.0,679.0,327.0,39094.0,1420.0,779.0,530.0,37519.0,135.0,78.0,207.0,39828.0,600.0,117.0,179.0,39352.0,1278.0,538.0,235.0,38197.0
40,203.95629930496216,0.13171184846625897,0.1572293449475357,0.7502331733703613,0.6569806337356567,0.07140904664993286,0.0750986710190773,0.5607143044471741,7.5e-05,0.7318035960197449,0.7696150541305542,30967.0,11349.0,9270.0,511886.0,5877.0,973.0,898.0,32500.0,717.0,188.0,332.0,39011.0,7323.0,1518.0,1477.0,29930.0,2225.0,2089.0,1646.0,34288.0,1089.0,1172.0,699.0,37288.0,1017.0,533.0,648.0,38050.0,5395.0,1166.0,849.0,32838.0,3368.0,1018.0,735.0,35127.0,454.0,630.0,429.0,38735.0,129.0,554.0,346.0,39219.0,1361.0,731.0,589.0,37567.0,159.0,136.0,183.0,39770.0,623.0,150.0,156.0,39319.0,1230.0,491.0,283.0,38244.0
41,204.88715291023254,0.13165095699575793,0.15822372712747307,0.7488980293273926,0.6556771397590637,0.07140904664993286,0.07474373281002045,0.5821428298950195,3.75e-05,0.7321920394897461,0.7663841843605042,30837.0,11279.0,9400.0,511956.0,5771.0,885.0,1004.0,32588.0,710.0,158.0,339.0,39041.0,7346.0,1587.0,1454.0,29861.0,2242.0,2229.0,1629.0,34148.0,975.0,896.0,813.0,37564.0,983.0,446.0,682.0,38137.0,5402.0,1181.0,842.0,32823.0,3434.0,1140.0,669.0,35005.0,400.0,461.0,483.0,38904.0,150.0,703.0,325.0,39070.0,1427.0,838.0,523.0,37460.0,156.0,143.0,186.0,39763.0,604.0,134.0,175.0,39335.0,1237.0,478.0,276.0,38257.0
42,202.48535442352295,0.13077731676111773,0.15637658002409255,0.7519699335098267,0.6581740975379944,0.07140904664993286,0.07408531755208969,0.574999988079071,3.75e-05,0.7383878231048584,0.7660610675811768,30824.0,10921.0,9413.0,512314.0,5925.0,1055.0,850.0,32418.0,733.0,198.0,316.0,39001.0,7123.0,1235.0,1677.0,30213.0,2178.0,1932.0,1693.0,34445.0,1014.0,982.0,774.0,37478.0,978.0,427.0,687.0,38156.0,5439.0,1208.0,805.0,32796.0,3481.0,1204.0,622.0,34941.0,456.0,612.0,427.0,38753.0,138.0,655.0,337.0,39118.0,1378.0,734.0,572.0,37564.0,147.0,110.0,195.0,39796.0,623.0,152.0,156.0,39317.0,1211.0,417.0,302.0,38318.0
43,202.69458937644958,0.13058025677718751,0.15512935272257836,0.7556842565536499,0.6604572534561157,0.07140904664993286,0.07384927570819855,0.5857142806053162,3.75e-05,0.7431990504264832,0.7685960531234741,30926.0,10686.0,9311.0,512549.0,5799.0,870.0,976.0,32603.0,729.0,184.0,320.0,39015.0,7306.0,1407.0,1494.0,30041.0,2188.0,1956.0,1683.0,34421.0,1059.0,1070.0,729.0,37390.0,985.0,445.0,680.0,38138.0,5498.0,1315.0,746.0,32689.0,3376.0,1036.0,727.0,35109.0,409.0,428.0,474.0,38937.0,118.0,428.0,357.0,39345.0,1449.0,809.0,501.0,37489.0,138.0,88.0,204.0,39818.0,620.0,153.0,159.0,39316.0,1252.0,497.0,261.0,38238.0
44,201.6700837612152,0.12950292375968717,0.15615880131259446,0.751709520816803,0.6567164063453674,0.07140904664993286,0.07366825640201569,0.5928571820259094,3.75e-05,0.7401831150054932,0.7636006474494934,30725.0,10785.0,9512.0,512450.0,5862.0,952.0,913.0,32521.0,700.0,136.0,349.0,39063.0,7267.0,1420.0,1533.0,30028.0,2219.0,2145.0,1652.0,34232.0,1013.0,1002.0,775.0,37458.0,952.0,402.0,713.0,38181.0,5322.0,1051.0,922.0,32953.0,3477.0,1194.0,626.0,34951.0,349.0,282.0,534.0,39083.0,140.0,687.0,335.0,39086.0,1405.0,773.0,545.0,37525.0,152.0,136.0,190.0,39770.0,617.0,134.0,162.0,39335.0,1250.0,471.0,263.0,38264.0
45,202.7312877178192,0.129043009194875,0.1557710640320506,0.7551845908164978,0.6575074195861816,0.07140904664993286,0.07466919720172882,0.5857142806053162,3.75e-05,0.7386984825134277,0.7724233865737915,31080.0,10994.0,9157.0,512241.0,5927.0,1006.0,848.0,32467.0,719.0,168.0,330.0,39031.0,7396.0,1602.0,1404.0,29846.0,2122.0,1796.0,1749.0,34581.0,1116.0,1233.0,672.0,37227.0,974.0,410.0,691.0,38173.0,5496.0,1297.0,748.0,32707.0,3484.0,1192.0,619.0,34953.0,354.0,306.0,529.0,39059.0,123.0,581.0,352.0,39192.0,1408.0,765.0,542.0,37533.0,134.0,76.0,208.0,39830.0,598.0,122.0,181.0,39347.0,1229.0,440.0,284.0,38295.0
46,201.85391426086426,0.1295654582521421,0.15556148358934846,0.7503955960273743,0.6566354632377625,0.07140904664993286,0.07550685852766037,0.574999988079071,1.875e-05,0.7300333976745605,0.7719263434410095,31060.0,11486.0,9177.0,511749.0,5808.0,891.0,967.0,32582.0,719.0,179.0,330.0,39020.0,7338.0,1564.0,1462.0,29884.0,2224.0,2125.0,1647.0,34252.0,1025.0,1027.0,763.0,37433.0,974.0,444.0,691.0,38139.0,5529.0,1350.0,715.0,32654.0,3441.0,1112.0,662.0,35033.0,489.0,773.0,394.0,38592.0,135.0,606.0,340.0,39167.0,1423.0,794.0,527.0,37504.0,126.0,51.0,216.0,39855.0,621.0,144.0,158.0,39325.0,1208.0,426.0,305.0,38309.0
47,203.05718207359314,0.12878621870050316,0.15443697378936808,0.7526007294654846,0.660088062286377,0.07140904664993286,0.07615640014410019,0.5678571462631226,1.875e-05,0.7291433811187744,0.7776176333427429,31289.0,11623.0,8948.0,511612.0,5892.0,986.0,883.0,32487.0,725.0,174.0,324.0,39025.0,7394.0,1585.0,1406.0,29863.0,2252.0,2122.0,1619.0,34255.0,1037.0,1041.0,751.0,37419.0,1000.0,492.0,665.0,38091.0,5454.0,1214.0,790.0,32790.0,3483.0,1180.0,620.0,34965.0,405.0,443.0,478.0,38922.0,162.0,826.0,313.0,38947.0,1479.0,875.0,471.0,37423.0,136.0,76.0,206.0,39830.0,610.0,128.0,169.0,39341.0,1260.0,481.0,253.0,38254.0
48,201.81922841072083,0.12808239790366746,0.15501786228191589,0.7539679408073425,0.6607459187507629,0.07140904664993286,0.07406224310398102,0.5785713791847229,1.875e-05,0.7404629588127136,0.7679747343063354,30901.0,10831.0,9336.0,512404.0,5936.0,1028.0,839.0,32445.0,716.0,159.0,333.0,39040.0,7127.0,1224.0,1673.0,30224.0,2142.0,1860.0,1729.0,34517.0,1178.0,1428.0,610.0,37032.0,986.0,440.0,679.0,38143.0,5374.0,1144.0,870.0,32860.0,3542.0,1261.0,561.0,34884.0,392.0,428.0,491.0,38937.0,127.0,512.0,348.0,39261.0,1373.0,677.0,577.0,37621.0,130.0,48.0,212.0,39858.0,632.0,153.0,147.0,39316.0,1246.0,469.0,267.0,38266.0
49,202.0379993915558,0.12867950706693224,0.15553130029660525,0.7529972195625305,0.6580522656440735,0.07140904664993286,0.07306662946939468,0.5999999642372131,9.375e-06,0.7444560527801514,0.7617366909980774,30650.0,10521.0,9587.0,512714.0,5840.0,921.0,935.0,32552.0,712.0,153.0,337.0,39046.0,7251.0,1394.0,1549.0,30054.0,2186.0,2014.0,1685.0,34363.0,1084.0,1177.0,704.0,37283.0,986.0,438.0,679.0,38145.0,5341.0,1105.0,903.0,32899.0,3363.0,1000.0,740.0,35145.0,393.0,461.0,490.0,38904.0,113.0,475.0,362.0,39298.0,1409.0,757.0,541.0,37541.0,128.0,48.0,214.0,39858.0,602.0,108.0,177.0,39361.0,1242.0,470.0,271.0,38265.0
50,203.06139659881592,0.12850202808912045,0.15477705659958269,0.7506483197212219,0.6594100594520569,0.07140904664993286,0.07572691887617111,0.5714285969734192,9.375e-06,0.7292476892471313,0.7733429670333862,31117.0,11553.0,9120.0,511682.0,5911.0,1022.0,864.0,32451.0,706.0,149.0,343.0,39050.0,7296.0,1432.0,1504.0,30016.0,2226.0,2118.0,1645.0,34259.0,1073.0,1130.0,715.0,37330.0,1033.0,559.0,632.0,38024.0,5463.0,1234.0,781.0,32770.0,3417.0,1077.0,686.0,35068.0,392.0,417.0,491.0,38948.0,178.0,971.0,297.0,38802.0,1399.0,737.0,551.0,37561.0,131.0,53.0,211.0,39853.0,633.0,159.0,146.0,39310.0,1259.0,495.0,254.0,38240.0
