epoch,split,class_idx,class_name,precision,recall,f1,threshold,tp,fp,fn,tn,support
10,train,12,chinese_cymbal,0.08695652335882187,0.4000000059604645,0.1428571492433548,0.3999999761581421,2.0,21.0,3.0,94.0,5.0
10,train,13,splash_cymbal,0.060975611209869385,1.0,0.1149425357580185,0.10000000149011612,5.0,77.0,0.0,38.0,5.0
11,train,0,kick,0.3949579894542694,1.0,0.5662650465965271,0.10000000149011612,47.0,72.0,0.0,1.0,47.0
11,train,1,xstick,0.06818182021379471,1.0,0.12765957415103912,0.15000000596046448,6.0,82.0,0.0,32.0,6.0
11,train,2,snare,0.315315306186676,1.0,0.47945207357406616,0.10000000149011612,35.0,76.0,0.0,9.0,35.0
11,train,3,hihat_pedal,0.1764705926179886,1.0,0.29999998211860657,0.10000000149011612,21.0,98.0,0.0,1.0,21.0
11,train,4,hihat_closed,0.34210526943206787,0.6842105388641357,0.4561403691768646,0.47499996423721313,13.0,25.0,6.0,76.0,19.0
11,train,5,hihat_open,0.07692307978868484,1.0,0.1428571343421936,0.10000000149011612,6.0,72.0,0.0,42.0,6.0
11,train,6,tom,0.12222222238779068,0.9166666865348816,0.21568627655506134,0.19999998807907104,11.0,79.0,1.0,29.0,12.0
11,train,7,floor_tom,0.08139535039663315,0.875,0.1489361822605133,0.125,7.0,79.0,1.0,33.0,8.0
11,train,8,vibraslap,0.3636363744735718,0.800000011920929,0.5,0.44999998807907104,4.0,7.0,1.0,108.0,5.0
11,train,9,crash,0.5,0.4000000059604645,0.444444477558136,0.5249999761581421,2.0,2.0,3.0,113.0,5.0
11,train,10,ride_bow,0.375,0.1764705926179886,0.24000002443790436,0.5249999761581421,3.0,5.0,14.0,98.0,17.0
11,train,11,ride_bell,0.2666666805744171,0.5714285969734192,0.3636363744735718,0.5,4.0,11.0,3.0,102.0,7.0
11,train,12,chinese_cymbal,0.1111111119389534,0.4000000059604645,0.17391303181648254,0.3499999940395355,2.0,16.0,3.0,99.0,5.0
11,train,13,splash_cymbal,0.06172839552164078,1.0,0.11627907305955887,0.10000000149011612,5.0,76.0,0.0,39.0,5.0
12,train,0,kick,0.3949579894542694,1.0,0.5662650465965271,0.10000000149011612,47.0,72.0,0.0,1.0,47.0
12,train,1,xstick,0.0833333358168602,1.0,0.1538461595773697,0.125,6.0,66.0,0.0,48.0,6.0
