epoch,split,class_idx,class_name,precision,recall,f1,threshold,tp,fp,fn,tn,support
1,train,0,kick,0.35338345170021057,0.5874999761581421,0.44131454825401306,0.10000000149011612,47.0,86.0,33.0,74.0,80.0
1,train,1,xstick,0.051948051899671555,0.3076923191547394,0.08888889849185944,0.10000000149011612,4.0,73.0,9.0,154.0,13.0
1,train,2,snare,0.32773110270500183,0.5416666865348816,0.4083769917488098,0.10000000149011612,39.0,80.0,33.0,88.0,72.0
1,train,3,hihat_pedal,0.17142857611179352,0.27906978130340576,0.21238939464092255,0.10000000149011612,12.0,58.0,31.0,139.0,43.0
1,train,4,hihat_closed,0.10958904027938843,0.47058823704719543,0.17777776718139648,0.10000000149011612,16.0,130.0,18.0,76.0,34.0
1,train,5,hihat_open,0.0535714291036129,0.23076923191547394,0.08695652335882187,0.32499998807907104,3.0,53.0,10.0,174.0,13.0
1,train,6,tom,0.1147540956735611,0.30434781312942505,0.1666666716337204,0.10000000149011612,7.0,54.0,16.0,163.0,23.0
1,train,7,floor_tom,0.08219178020954132,0.6666666865348816,0.1463414579629898,0.10000000149011612,12.0,134.0,6.0,88.0,18.0
1,train,8,vibraslap,0.0,0.0,0.0,0.22499999403953552,0.0,10.0,10.0,220.0,10.0
1,train,9,crash,0.045045044273138046,0.5,0.08264463394880295,0.47499996423721313,5.0,106.0,5.0,124.0,10.0
1,train,10,ride_bow,0.19298245012760162,0.6666666865348816,0.2993197441101074,0.6499999761581421,22.0,92.0,11.0,115.0,33.0
1,train,11,ride_bell,0.1034482792019844,0.23076923191547394,0.1428571343421936,0.6499999761581421,3.0,26.0,10.0,201.0,13.0
1,train,12,chinese_cymbal,0.07058823853731155,0.5454545617103577,0.1250000149011612,0.32499998807907104,6.0,79.0,5.0,150.0,11.0
1,train,13,splash_cymbal,0.03999999910593033,0.10000000149011612,0.05714285373687744,0.15000000596046448,1.0,24.0,9.0,206.0,10.0
2,train,0,kick,0.3478260934352875,0.8999999761581421,0.5017421245574951,0.10000000149011612,72.0,135.0,8.0,25.0,80.0
2,train,1,xstick,0.06293706595897675,0.692307710647583,0.11538461595773697,0.10000000149011612,9.0,134.0,4.0,93.0,13.0
